AGE,CAPITAL-LOSS,FNLWGT,EDUCATION,EDUCATION-NUM,MARITAL-STATUS,HOURS-PER-WEEK,RELATIONSHIP,RACE,SEX,CAPITAL-GAIN,CLASS
40,0,145160,15,16,1,40,3,1,2,0,0
35,0,192251,8,9,2,40,2,1,1,0,1
25,0,190650,9,13,3,40,2,2,2,0,1
52,0,255927,10,10,5,24,4,1,1,0,1
46,0,99086,10,10,1,40,1,1,1,0,0
30,0,216811,8,9,1,40,3,3,2,0,1
52,0,110563,10,10,1,40,3,1,2,0,0
28,0,120471,8,9,3,40,4,4,2,0,1
17,0,183066,5,6,3,25,2,1,1,0,1
46,0,298786,10,10,3,40,2,4,1,0,1
45,0,297884,9,13,2,40,4,1,2,0,0
21,0,253612,10,10,3,32,2,1,1,1055,1
18,0,207438,8,9,1,40,1,1,1,0,1
17,1721,148522,6,7,3,15,2,1,2,0,1
90,0,139660,10,10,2,37,6,4,1,0,1
23,0,165474,10,10,3,40,4,1,2,0,1
41,0,120277,9,13,1,40,3,1,2,0,0
19,0,67929,10,10,3,50,2,1,2,0,1
69,0,229418,8,9,1,40,3,1,2,0,1
23,0,41356,13,12,3,32,6,1,1,0,1
28,0,185127,10,10,3,54,4,1,2,0,1
37,1977,109133,13,12,1,45,3,1,2,0,0
57,0,148315,8,9,1,30,3,1,2,0,1
30,1974,145692,10,10,3,40,4,4,2,0,1
48,0,210424,8,9,4,40,6,1,1,914,1
73,0,198526,8,9,5,32,5,1,1,0,1
25,0,521400,2,3,3,40,5,1,2,0,1
33,0,100882,11,14,3,40,4,1,2,0,0
36,0,124818,8,9,1,40,3,1,2,0,1
28,0,190836,8,9,1,40,3,1,2,3411,1
57,0,71367,8,9,2,40,6,1,1,0,1
31,0,303032,10,10,3,40,6,4,1,0,1
35,0,98989,4,5,2,38,2,3,2,0,1
40,0,390781,8,9,2,48,4,4,1,0,1
32,0,54782,10,10,3,40,2,1,1,0,1
35,0,202683,9,13,3,40,4,1,2,0,1
26,0,213081,8,9,3,40,6,4,1,0,1
27,0,89718,10,10,4,40,2,1,1,0,1
17,1602,225106,5,6,3,18,2,1,1,0,1
29,0,253262,10,10,3,40,4,1,1,0,1
18,0,78181,6,7,3,30,2,1,1,0,1
20,0,158206,10,10,3,30,4,1,2,0,1
69,0,337720,8,9,1,24,3,1,2,0,1
18,0,391257,10,10,3,40,4,1,1,0,1
56,0,134756,8,9,3,40,4,4,1,0,1
40,0,183404,10,10,4,8,6,1,1,0,1
46,0,192793,10,10,2,40,4,1,2,0,1
41,0,203943,7,8,1,40,3,4,2,0,1
53,0,89400,10,10,5,40,6,1,1,0,1
50,0,237868,11,14,1,50,3,1,2,0,0
23,0,139187,6,7,3,50,2,1,2,0,1
40,0,126701,9,13,6,40,4,1,2,0,0
54,0,172175,10,10,1,40,3,1,2,0,0
45,0,164210,10,10,2,40,4,1,1,0,1
53,0,608184,8,9,1,40,3,4,2,0,0
17,0,198797,6,7,3,20,2,1,2,0,1
50,0,425804,9,13,2,40,4,1,1,0,0
22,0,117618,9,13,3,25,4,1,2,0,1
30,0,119164,9,13,3,40,6,1,2,0,1
40,0,92036,9,13,1,40,3,1,2,0,1
36,0,77146,11,14,3,40,4,1,2,0,1
25,0,191803,13,12,3,50,4,1,2,0,1
29,0,54932,8,9,1,40,3,1,2,0,1
29,0,251694,9,13,3,50,2,1,2,0,1
22,0,268145,9,13,3,40,4,1,1,0,1
56,0,104842,9,13,2,50,6,4,1,0,1
60,0,227332,11,14,1,40,3,1,2,0,0
37,0,212512,8,9,1,50,3,1,2,3464,1
53,0,133436,3,4,2,40,4,1,1,0,1
23,0,309055,10,10,3,20,2,1,1,0,1
18,0,59202,8,9,3,10,5,1,1,0,1
36,0,32709,10,10,2,45,4,1,1,3325,1
67,0,73559,8,9,1,50,3,1,2,9386,0
31,0,117963,8,9,3,60,4,1,2,0,1
26,0,169121,9,13,1,48,3,1,2,0,0
18,0,308889,6,7,3,20,5,2,1,0,1
45,0,144940,11,14,2,40,6,4,1,0,1
64,0,102041,6,7,1,40,3,1,2,0,1
26,0,335998,8,9,3,38,4,1,1,0,1
53,0,29557,10,10,2,40,4,1,1,0,1
27,0,210313,8,9,3,28,5,1,2,0,1
32,0,190784,10,10,2,40,6,3,2,0,1
49,0,107597,8,9,2,30,6,1,1,14084,0
59,0,97168,5,6,1,40,3,1,2,0,0
44,0,155930,11,14,1,55,3,1,2,7688,0
61,0,181033,8,9,1,60,3,1,2,0,1
41,0,344572,8,9,2,40,6,1,1,0,1
46,0,170165,8,9,4,37,6,1,1,0,1
32,0,178835,8,9,3,40,4,1,2,0,1
29,0,118230,8,9,3,35,4,1,1,0,1
48,0,149640,11,14,3,40,4,1,2,0,1
32,0,30271,10,10,2,30,6,1,1,0,1
21,0,154165,8,9,3,35,2,1,1,0,1
50,0,341797,12,15,1,50,3,1,2,0,0
44,0,145246,11,14,1,44,3,1,2,0,0
51,0,280093,8,9,4,40,5,1,1,0,1
42,0,373469,8,9,1,40,3,1,2,0,0
27,0,199172,9,13,3,40,2,1,1,0,1
70,0,177199,8,9,1,3,3,1,2,0,1
33,0,258932,8,9,2,40,4,1,1,0,1
65,0,139960,8,9,1,60,3,1,2,10605,0
39,0,258037,11,14,3,40,4,1,2,0,1
32,0,116677,8,9,1,40,3,1,2,0,1
30,0,59496,10,10,2,40,6,1,1,0,1
43,0,34218,10,10,1,40,3,1,2,0,1
31,0,200246,4,5,3,40,2,1,2,0,1
64,0,316246,9,13,2,40,4,4,1,0,1
37,0,239161,10,10,4,52,2,4,2,0,1
49,0,173411,8,9,2,40,4,1,2,0,1
29,0,259226,6,7,3,48,2,1,2,0,1
35,0,195516,8,9,2,40,4,1,2,0,1
37,1740,200598,13,12,1,45,3,1,2,0,1
42,0,160369,11,14,1,50,3,1,2,0,0
21,0,415913,10,10,3,40,2,1,2,0,1
23,0,147253,13,12,3,40,4,1,2,0,1
35,0,199674,8,9,3,40,6,4,1,0,1
29,0,198493,14,11,1,40,3,1,2,0,0
23,0,377121,10,10,3,25,6,1,1,0,1
21,0,400635,10,10,3,20,4,1,1,0,1
45,0,513660,9,13,3,40,4,1,2,0,1
24,0,175069,9,13,3,50,4,1,2,0,1
38,0,82552,8,9,3,50,4,1,2,594,1
28,0,78388,5,6,3,38,2,1,1,0,1
23,0,171705,8,9,3,48,6,1,1,0,1
39,0,315640,9,13,3,60,2,2,2,0,1
45,0,266860,11,14,1,50,3,1,2,15024,0
68,0,192829,13,12,2,43,4,1,1,0,1
60,0,237317,14,11,2,40,6,1,2,4934,0
38,0,110426,15,16,1,40,1,1,1,7688,0
41,0,327606,7,8,4,40,4,4,2,0,1
48,0,34845,8,9,2,40,5,1,2,0,1
33,0,58582,8,9,1,40,3,1,2,0,1
48,0,155659,14,11,1,40,3,1,2,0,1
23,0,210029,10,10,3,20,2,1,1,0,1
26,0,381618,4,5,1,45,3,1,2,0,1
55,2415,298449,9,13,1,50,3,1,2,0,0
35,0,226789,11,14,1,75,3,1,2,0,1
52,0,210736,10,10,1,55,3,1,2,3103,0
46,0,111163,8,9,4,38,6,1,1,0,1
72,0,76860,8,9,1,1,3,2,2,0,1
18,0,92112,8,9,3,30,2,1,1,0,1
62,0,136787,8,9,2,40,5,1,2,0,1
22,0,29810,10,10,3,30,2,1,1,0,1
40,0,360884,10,10,1,40,1,1,1,7298,0
26,0,266022,10,10,1,50,3,1,2,0,1
35,0,142874,13,12,6,36,2,4,1,0,1
25,0,72338,8,9,3,40,6,2,1,0,1
46,0,177305,14,11,1,35,1,4,1,0,0
39,1564,165106,9,13,6,50,4,1,2,0,0
41,0,424478,10,10,1,45,3,4,2,0,0
59,0,189721,9,13,1,40,3,1,2,0,0
37,0,34180,8,9,1,40,3,1,2,0,1
38,0,183279,10,10,1,43,3,1,2,0,1
33,0,35309,9,13,3,40,4,2,2,0,1
23,0,259109,13,12,1,40,1,1,1,0,1
67,0,148690,11,14,5,2,4,1,2,18481,0
60,0,125019,9,13,2,48,4,1,1,8614,0
39,0,172538,9,13,1,50,3,1,2,0,0
32,1887,410615,8,9,1,60,3,1,2,0,0
26,0,322547,9,13,3,45,4,1,1,0,1
39,0,300760,8,9,2,50,6,1,1,0,1
28,0,232782,10,10,3,40,4,1,1,0,1
29,0,174645,6,7,2,52,6,1,1,0,1
43,0,164693,14,11,1,50,3,1,2,0,1
23,0,206861,10,10,3,25,2,1,2,0,1
32,1977,195602,9,13,1,45,3,1,2,0,0
33,0,422960,10,10,1,60,1,1,1,0,0
45,0,116360,8,9,2,35,4,4,1,0,1
48,0,278530,8,9,2,40,6,1,2,0,1
43,0,188291,12,15,1,45,3,1,2,15024,0
50,0,163948,8,9,1,40,3,1,2,0,0
63,0,64544,9,13,3,40,4,1,2,0,0
55,0,101468,8,9,1,40,3,1,2,3103,0
22,0,107882,9,13,3,35,2,1,1,0,1
32,0,182691,8,9,3,60,6,1,2,0,1
27,0,203776,13,12,1,55,3,1,2,0,1
22,0,201268,9,13,3,15,2,1,1,0,1
44,0,29762,8,9,2,68,4,1,2,0,1
34,0,186346,8,9,4,40,4,1,1,0,1
28,0,196690,8,9,3,40,4,1,1,0,1
40,0,99604,11,14,1,24,1,1,1,15024,0
45,0,194772,10,10,1,55,3,1,2,0,1
17,0,95446,5,6,3,15,2,1,2,0,1
53,0,257126,7,8,1,45,3,1,2,0,1
58,0,194733,13,12,1,40,3,1,2,0,0
55,0,98361,8,9,3,35,2,1,2,0,1
44,0,124924,14,11,3,44,4,1,2,0,1
40,0,111971,8,9,1,30,3,1,2,0,1
58,0,130714,11,14,1,50,3,1,2,0,1
38,0,208358,8,9,1,40,3,1,2,0,0
62,0,147627,4,5,3,22,4,4,1,1055,1
31,0,149507,14,11,1,38,3,1,2,3464,1
31,0,164870,6,7,1,40,3,1,2,0,1
30,1876,236861,8,9,3,45,4,1,2,0,1
37,0,220314,8,9,2,40,6,1,1,0,1
38,1876,329980,8,9,3,40,4,1,2,0,1
58,0,318537,7,8,1,40,3,1,2,0,1
30,0,183284,9,13,1,50,3,1,2,0,0
28,0,334368,14,11,3,40,4,1,1,4650,1
46,0,109227,10,10,2,70,6,1,1,0,1
34,0,118551,9,13,3,40,4,1,1,0,1
39,0,163057,10,10,2,99,4,1,2,0,1
61,0,253101,10,10,5,20,4,1,1,0,1
30,0,20098,14,11,2,40,4,1,1,0,1
31,0,196227,8,9,4,40,4,1,1,0,1
21,0,175374,8,9,3,40,2,1,2,0,1
50,0,234037,8,9,1,58,3,1,2,0,1
47,0,341762,8,9,3,33,4,1,2,0,1
20,0,174714,8,9,3,40,2,1,2,0,1
23,0,222835,9,13,3,30,2,1,1,0,1
46,0,251786,1,2,4,40,4,1,1,0,1
20,0,164219,8,9,3,45,2,1,2,0,1
33,0,251120,9,13,1,50,3,1,2,7688,0
30,0,236993,10,10,3,30,6,1,1,0,1
43,0,105896,10,10,2,40,6,1,1,0,1
23,0,211527,10,10,3,60,2,1,2,0,1
34,0,317809,9,13,1,50,3,1,2,0,0
25,0,185287,10,10,3,40,4,1,2,0,1
50,0,31014,8,9,1,40,1,1,1,0,0
44,0,151985,11,14,1,24,1,1,1,0,0
26,0,89389,10,10,2,40,4,1,1,0,1
35,0,406051,15,16,3,80,4,1,1,0,0
48,0,171986,8,9,2,15,4,1,2,0,1
26,0,167848,8,9,3,40,4,4,2,0,1
41,0,213019,11,14,2,40,6,1,1,0,1
25,0,211424,9,13,3,40,2,1,2,0,1
33,0,168981,14,11,3,55,6,1,1,0,1
24,0,122348,9,13,1,40,1,1,1,0,1
31,0,139753,9,13,6,40,4,1,1,0,1
24,0,176178,13,12,3,2,2,1,1,0,1
41,0,145220,4,5,3,40,6,1,1,0,1
38,0,188612,10,10,1,45,3,1,2,0,1
19,0,445728,8,9,3,40,4,1,2,0,1
19,0,318002,8,9,3,40,2,1,2,0,1
24,0,235722,8,9,3,40,4,1,2,0,1
59,0,367984,9,13,1,40,3,1,2,0,1
67,0,212705,11,14,6,55,4,1,2,0,0
49,0,411273,5,6,2,40,4,4,2,0,1
35,0,103986,14,11,1,40,3,1,2,0,0
44,0,203761,10,10,1,45,3,1,2,0,0
58,0,266792,10,10,1,40,3,1,2,99999,0
22,0,116800,13,12,3,60,2,1,2,0,1
21,0,99199,10,10,3,10,2,1,2,0,1
50,0,162327,10,10,1,50,3,1,2,0,1
44,0,100479,13,12,1,48,3,1,2,0,1
36,0,32587,10,10,1,40,3,3,2,0,1
30,0,321990,10,10,1,48,3,1,2,7298,0
52,0,108914,8,9,1,40,3,1,2,0,0
35,0,61343,8,9,1,90,3,1,2,0,1
48,0,81154,14,11,3,48,6,1,2,0,1
23,2377,162945,8,9,1,40,3,1,2,0,1
37,0,225504,11,14,3,50,4,1,2,0,1
44,2415,191712,11,14,1,55,3,1,2,0,0
44,0,176063,8,9,1,50,3,1,2,0,0
36,0,198587,9,13,2,40,4,1,2,0,1
26,0,34965,10,10,1,12,3,1,2,0,1
31,0,467108,9,13,3,45,4,1,2,0,0
23,0,263899,8,9,3,12,2,4,2,0,1
29,0,204984,8,9,1,50,3,1,2,0,1
53,0,217568,8,9,5,40,6,4,1,0,1
52,0,48343,14,11,1,40,3,1,2,0,1
55,1887,193130,8,9,1,40,3,1,2,0,0
31,0,253354,5,6,1,40,3,1,2,0,1
19,0,258026,8,9,3,16,4,1,1,0,1
64,0,211360,8,9,5,30,4,1,1,0,1
55,0,191367,8,9,1,40,3,1,2,0,1
48,0,148995,11,14,1,55,3,1,2,0,0
20,0,123901,8,9,3,40,2,1,1,0,1
50,0,117496,8,9,1,30,1,1,1,7298,0
45,0,32356,9,13,1,51,3,1,2,0,1
17,0,206506,5,6,3,10,5,1,2,0,1
38,0,218729,8,9,2,25,4,1,1,0,1
43,0,52498,8,9,2,40,6,1,1,0,0
22,0,136767,8,9,1,30,3,1,2,0,1
63,0,219540,8,9,2,40,4,1,1,0,1
36,0,114059,9,13,1,45,3,1,2,0,1
56,0,247337,9,13,1,50,3,1,2,0,0
43,0,310969,12,15,1,40,3,4,2,0,1
41,0,171546,9,13,1,45,3,1,2,0,0
41,0,217455,8,9,2,40,6,1,1,0,1
36,0,410489,9,13,2,45,4,1,2,0,1
59,0,146391,15,16,1,50,3,1,2,0,0
46,0,165484,13,12,1,44,3,1,2,0,0
23,0,184271,9,13,3,36,4,1,1,0,1
46,0,231347,10,10,4,20,4,1,2,0,1
53,1902,95469,9,13,1,40,3,1,2,0,0
47,0,244025,8,9,3,56,6,3,2,0,1
46,0,46537,11,14,3,40,4,1,1,0,1
47,0,205730,8,9,1,56,3,1,2,0,0
29,1887,383745,8,9,1,30,3,1,2,0,0
32,0,328199,14,11,2,40,6,1,1,0,1
90,0,84553,8,9,1,40,3,1,2,0,1
63,0,221072,9,13,1,49,3,1,2,0,1
23,0,123983,14,11,3,40,2,2,2,0,1
76,0,191024,9,13,1,30,3,1,2,0,1
23,0,167868,14,11,3,40,4,1,1,0,1
44,0,225879,10,10,1,30,1,4,1,0,0
81,0,247232,5,6,1,28,1,1,1,2936,1
17,0,143791,5,6,3,12,2,4,1,0,1
56,0,177271,14,11,1,40,3,1,2,0,0
58,0,129786,5,6,1,40,3,1,2,0,1
45,0,31339,9,13,1,45,3,1,2,0,0
25,0,236267,8,9,1,40,3,1,2,0,1
36,0,130620,9,13,1,35,1,2,1,0,0
32,0,208180,14,11,1,24,1,1,1,0,0
25,0,292058,8,9,3,30,5,1,2,0,1
29,0,142712,10,10,1,40,3,1,2,0,0
23,0,119665,8,9,3,60,4,1,2,0,1
41,0,116825,11,14,1,55,3,1,2,0,0
48,0,201177,9,13,1,40,3,4,2,0,0
29,0,118337,8,9,1,60,3,1,2,0,1
27,0,173800,11,14,3,20,6,2,2,0,1
55,0,289257,10,10,1,40,3,1,2,0,1
30,1651,190912,6,7,1,40,3,2,2,0,1
45,0,140581,10,10,5,40,6,4,1,0,1
50,0,174102,8,9,2,40,2,1,2,0,1
22,0,316509,8,9,3,50,4,1,2,0,1
80,0,20101,8,9,5,32,6,3,1,0,1
30,0,187279,8,9,1,44,3,1,2,0,1
20,0,259496,10,10,3,20,2,1,1,0,1
29,0,181466,8,9,1,35,3,1,2,0,1
56,0,178202,10,10,1,40,3,1,2,0,1
63,0,188976,9,13,1,40,3,1,2,0,1
20,0,203027,8,9,3,40,2,1,2,0,1
38,0,142022,8,9,1,40,1,4,1,0,1
31,0,119033,8,9,1,40,3,1,2,0,1
21,0,216181,10,10,3,35,2,1,2,0,1
47,0,178341,5,6,1,46,3,1,2,0,0
25,0,244408,9,13,3,40,6,2,1,0,1
31,0,198953,10,10,4,38,6,4,1,0,1
28,0,173110,8,9,3,40,4,1,1,0,1
38,0,66326,8,9,1,99,3,1,2,0,1
30,0,181091,9,13,1,40,3,1,2,0,1
39,1977,135500,8,9,1,40,3,1,2,0,0
27,0,133929,9,13,3,36,6,1,1,0,1
26,0,86483,10,10,3,40,4,1,1,0,1
47,0,167787,8,9,3,40,5,1,1,0,1
27,2258,208577,8,9,3,50,4,1,2,0,1
43,0,216697,10,10,1,32,3,4,2,0,1
32,0,118457,9,13,3,55,4,1,2,0,1
20,0,298635,10,10,3,30,2,2,2,0,1
21,0,212780,7,8,3,20,6,4,1,0,1
32,0,159187,14,11,3,40,4,1,2,0,1
37,0,237995,14,11,2,48,4,4,2,0,1
45,0,160724,8,9,1,40,3,2,2,0,1
37,1887,183800,13,12,1,40,3,1,2,0,0
54,0,185936,4,5,2,15,4,1,1,0,1
24,0,161198,9,13,3,25,4,1,2,0,1
28,0,113635,6,7,3,30,4,1,2,0,1
23,0,214542,10,10,3,40,2,1,2,0,1
54,0,172991,8,9,1,40,3,1,2,0,1
40,0,203761,8,9,1,40,3,1,2,0,0
38,0,161141,10,10,1,48,3,1,2,0,0
71,0,180117,5,6,1,40,3,1,2,0,1
51,0,317396,10,10,2,40,6,1,1,0,1
52,0,237868,10,10,3,5,6,1,2,0,1
30,0,323069,9,13,3,40,4,1,1,0,1
34,0,181091,8,9,1,40,3,1,2,7688,0
38,0,309122,5,6,2,40,4,1,1,0,1
43,0,105936,14,11,3,40,4,1,1,13550,0
43,0,40024,6,7,3,42,4,1,2,0,1
36,0,192443,10,10,3,40,4,4,2,13550,0
24,0,184216,10,10,3,40,2,1,1,0,1
29,0,256211,1,2,3,40,2,2,2,0,1
55,0,205422,5,6,1,40,1,4,1,0,1
51,1902,22211,11,14,1,60,3,1,2,0,0
43,0,196308,8,9,2,40,6,3,1,0,1
28,0,389713,8,9,2,40,4,1,2,0,1
54,0,82566,13,12,1,45,3,1,2,0,1
47,0,199058,10,10,1,40,3,1,2,0,0
47,0,160440,9,13,1,55,3,1,2,0,0
47,0,76034,10,10,1,57,3,1,2,0,0
38,0,188503,10,10,3,35,6,1,1,6497,1
60,0,92845,2,3,1,40,3,1,2,0,1
19,0,29083,8,9,3,25,2,3,1,0,1
22,0,234474,10,10,3,25,2,4,1,0,1
55,0,107308,11,14,1,40,3,1,2,0,0
44,0,111891,10,10,4,35,5,4,1,0,1
53,0,145419,1,2,1,67,3,1,2,7688,0
44,0,193425,11,14,1,40,1,1,1,4386,0
28,0,188278,9,13,3,50,4,1,2,0,1
30,0,303485,10,10,3,40,6,4,1,0,1
39,0,67187,8,9,3,40,2,3,1,0,1
43,0,114508,8,9,2,40,6,1,1,0,1
24,0,204172,9,13,3,40,5,1,1,0,1
27,0,162973,14,11,3,56,4,1,2,0,1
64,0,192695,2,3,1,70,3,1,2,0,1
41,0,89172,10,10,1,40,3,1,2,0,0
28,0,163320,8,9,3,40,2,1,2,0,1
61,0,128230,8,9,1,30,3,1,2,0,1
27,0,246440,6,7,2,40,6,1,1,0,1
49,0,50567,10,10,2,32,4,1,1,0,1
20,0,117476,10,10,1,40,3,1,2,0,1
41,1876,315834,9,13,3,40,4,1,1,0,1
28,0,214881,8,9,1,40,3,1,2,0,1
36,0,195516,8,9,2,40,4,1,2,0,1
44,0,218653,9,13,2,40,2,1,2,0,1
51,0,87205,9,13,1,20,1,1,1,7688,0
40,0,164647,10,10,2,38,6,4,1,0,1
19,0,129151,8,9,3,40,4,1,1,0,1
54,0,319697,10,10,1,40,1,1,1,0,1
55,0,193374,8,9,2,40,4,1,2,0,1
57,0,167864,14,11,5,40,4,1,1,0,1
29,0,197932,10,10,4,30,4,1,1,0,1
51,0,102904,8,9,2,43,6,1,1,0,1
44,0,216907,8,9,2,37,4,1,2,0,1
35,0,331395,14,11,1,42,3,1,2,0,1
40,0,171424,8,9,2,40,4,1,2,0,1
46,0,35406,3,4,4,32,4,1,1,0,1
25,0,238964,10,10,1,60,3,1,2,0,0
33,1408,213002,9,13,3,36,4,1,2,0,1
32,2205,27882,10,10,3,40,5,1,1,0,1
22,0,340543,8,9,3,40,4,1,1,0,1
39,0,70240,10,10,1,40,1,2,1,0,1
18,0,87169,8,9,3,40,2,2,2,0,1
43,0,253759,8,9,2,45,6,4,1,0,1
46,0,194431,8,9,3,40,5,1,2,0,1
63,0,137843,10,10,1,48,3,1,2,7298,0
40,0,170649,10,10,1,8,3,1,2,0,1
59,0,182460,9,13,1,60,3,1,2,0,0
40,0,26929,11,14,3,40,4,1,1,0,1
23,0,399022,8,9,3,35,2,1,2,0,1
64,0,50171,8,9,1,10,3,1,2,0,1
36,0,218490,14,11,1,60,3,1,2,0,1
48,0,164423,8,9,2,40,6,1,1,0,1
43,0,124436,10,10,1,40,1,1,1,0,0
18,0,60981,5,6,3,30,2,1,1,0,1
17,0,70868,6,7,3,16,2,1,2,0,1
36,0,150601,12,15,1,50,3,1,2,0,1
53,0,228500,8,9,1,40,3,1,2,0,0
36,0,76767,10,10,2,39,4,1,1,0,1
20,0,218178,8,9,3,40,4,1,2,0,1
22,0,615367,9,13,3,60,4,1,1,0,1
34,0,150324,9,13,1,40,3,1,2,0,0
39,0,51264,6,7,2,40,2,1,2,0,1
57,0,197642,10,10,5,40,4,1,1,0,1
30,0,229895,5,6,2,40,6,1,1,0,1
37,0,167415,12,15,1,60,3,1,2,0,0
51,0,166934,8,9,1,40,3,1,2,0,0
38,0,305597,8,9,3,40,6,1,2,0,1
34,0,301591,8,9,3,35,6,1,1,0,1
47,0,229646,8,9,6,40,4,4,1,0,1
28,0,51461,8,9,1,40,3,1,2,0,1
25,0,206600,5,6,3,24,4,1,2,0,1
25,0,176836,10,10,3,60,4,1,1,0,1
50,0,204447,11,14,1,65,3,1,2,15024,0
50,0,33304,8,9,1,40,3,1,2,0,0
43,0,174051,9,13,1,48,3,1,2,0,1
27,1876,38918,8,9,3,75,4,1,2,0,1
32,0,170017,8,9,1,50,3,1,2,0,1
44,0,98466,5,6,3,35,6,1,2,0,1
19,0,188864,8,9,3,20,6,4,1,0,1
53,0,137815,10,10,5,40,4,1,2,0,0
21,0,43475,8,9,3,40,4,1,2,0,1
26,0,557236,8,9,3,40,4,1,2,0,1
68,419,32779,8,9,1,12,3,1,2,0,1
31,2051,161765,10,10,1,57,3,1,2,0,1
32,2444,207668,9,13,3,50,5,1,2,0,0
33,0,171215,11,14,3,40,2,1,2,0,1
49,0,52590,8,9,3,40,4,4,2,0,1
24,0,183751,6,7,1,65,3,1,2,0,1
30,0,149507,8,9,1,42,3,1,2,0,1
49,0,98092,8,9,1,40,3,1,2,0,0
18,0,123714,6,7,3,40,4,4,2,0,1
30,0,190385,10,10,3,37,4,1,1,0,1
51,0,334273,8,9,1,40,3,1,2,0,1
52,0,343440,10,10,1,40,3,1,2,0,1
52,0,208302,8,9,2,30,5,1,2,0,1
23,0,280164,8,9,3,32,2,4,2,0,1
23,0,174714,5,6,3,60,4,1,2,0,1
36,0,184655,8,9,1,48,3,1,2,0,1
19,0,140459,6,7,3,25,5,1,2,0,1
53,0,108815,8,9,1,60,3,1,2,0,1
17,0,152652,6,7,3,25,2,1,2,0,1
69,0,269499,8,9,5,8,4,1,1,0,1
46,0,33373,9,13,2,40,6,1,1,0,1
33,0,243674,8,9,4,46,4,1,2,0,1
40,0,225432,10,10,1,45,3,1,2,0,1
56,0,215839,10,10,1,60,3,1,2,0,1
29,0,195520,11,14,1,40,3,1,2,0,1
41,0,70092,10,10,2,38,6,1,1,0,1
22,0,189888,8,9,1,45,3,1,2,0,1
28,0,64307,3,4,1,40,3,1,2,0,1
31,0,94235,9,13,1,46,3,1,2,0,1
35,0,62333,9,13,3,40,4,1,1,0,1
38,0,260997,10,10,1,40,3,4,2,0,1
17,0,146268,5,6,3,10,2,1,1,0,1
39,0,147258,5,6,1,40,3,1,2,0,1
27,0,207948,10,10,3,40,4,4,2,0,1
50,0,180607,8,9,3,40,2,1,1,0,1
56,0,104996,8,9,1,40,3,1,2,0,1
80,0,562336,8,9,1,20,3,1,2,0,1
38,0,334366,10,10,1,15,1,1,1,0,1
52,0,142757,8,9,1,40,3,4,2,0,0
26,0,220656,9,13,3,38,2,4,2,0,1
43,0,96483,8,9,2,40,2,2,1,0,1
45,0,51744,9,13,3,42,4,1,1,0,1
41,0,114967,14,11,1,40,3,4,2,0,0
30,0,393965,13,12,2,25,4,1,1,0,1
24,0,41838,10,10,1,40,3,1,2,2407,1
43,0,143046,10,10,2,20,6,1,1,0,1
44,0,209174,9,13,1,70,3,1,2,0,0
54,0,183248,8,9,2,40,4,4,2,0,1
23,2258,102942,9,13,3,40,2,1,1,0,0
33,0,427474,8,9,1,60,3,1,2,0,0
18,0,338632,6,7,3,16,2,1,2,0,1
38,0,89559,10,10,4,40,6,1,1,0,1
41,0,32533,14,11,1,45,3,1,2,0,1
22,0,255969,7,8,3,48,4,1,2,0,1
66,0,112376,3,4,1,40,3,1,2,0,0
70,0,346053,8,9,1,40,3,1,2,0,1
58,1977,147653,5,6,1,35,1,1,1,0,0
60,0,44915,11,14,2,10,6,1,1,0,1
24,0,111450,5,6,3,65,6,4,2,0,1
61,0,171429,6,7,2,36,6,1,1,0,1
35,0,190964,9,13,1,40,3,1,2,0,1
19,0,109005,10,10,3,40,2,1,1,0,1
52,0,404453,8,9,3,40,6,4,1,0,1
38,0,280169,9,13,1,50,3,1,2,7298,0
39,0,163204,8,9,1,40,3,1,2,0,1
33,0,192256,9,13,1,50,3,1,2,0,1
52,0,181755,8,9,2,40,6,1,1,0,1
41,0,183105,8,9,4,44,6,1,1,0,1
37,0,335168,10,10,1,55,3,1,2,0,1
38,0,86643,9,13,1,45,3,1,2,0,0
27,0,180262,10,10,3,40,4,1,1,0,1
38,0,127865,11,14,3,40,6,1,1,0,1
38,0,146042,9,13,1,60,3,2,2,3103,0
49,0,102110,8,9,1,30,3,1,2,0,0
38,0,152237,9,13,3,45,4,1,2,0,0
22,0,202745,8,9,3,55,5,1,2,0,1
40,0,199303,13,12,1,40,3,1,2,0,0
20,0,266467,8,9,1,40,3,1,2,0,1
34,0,345259,15,16,3,99,4,1,1,0,1
24,0,204935,11,14,3,56,4,1,2,0,1
58,0,244830,9,13,4,40,4,1,2,4787,0
24,0,190457,10,10,3,40,2,1,1,0,1
43,0,180138,8,9,3,45,4,1,2,0,1
38,0,166585,8,9,3,40,2,1,1,0,1
42,0,29962,8,9,1,40,3,1,2,0,1
27,0,191129,10,10,1,40,3,1,2,0,1
18,0,378707,5,6,3,20,2,1,1,0,1
37,0,116358,8,9,3,48,5,3,2,27828,0
48,0,240629,8,9,2,65,4,1,2,0,1
40,0,233320,3,4,4,25,4,1,1,0,1
50,0,302708,9,13,1,50,3,2,2,7688,0
57,0,29375,8,9,4,35,4,3,1,0,1
36,0,137314,10,10,1,60,3,1,2,0,0
41,0,140886,8,9,1,40,3,1,2,0,1
90,0,226968,3,4,1,40,3,1,2,0,1
66,0,151793,3,4,5,10,4,4,1,0,1
34,2179,56460,8,9,1,12,1,1,1,0,1
23,0,72887,8,9,3,1,2,2,2,0,1
